RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,JoinDate,Exited,ChurnDate
5909,15640510,Jones,495,Germany,Female,71,14,215792.55183103975,2,1,0,122958.25896598614,2023-02-12,0,
5910,15640511,Williams,653,France,Female,82,20,107873.41513808738,1,0,1,178644.36106221276,2022-08-30,0,
5911,15640512,Johnson,346,Germany,Female,47,41,164929.85141571573,2,0,0,181444.70182498728,2023-03-04,0,
5912,15640513,Williams,608,Germany,Female,36,28,127028.28425860473,3,0,1,129003.39183942524,2023-10-11,0,
5913,15640514,Brown,529,Spain,Male,63,46,44045.8431021617,1,0,1,151632.01090910024,2022-10-10,0,
5914,15640515,Smith,710,France,Male,77,26,94007.28216319898,1,0,1,103241.52391699934,2020-04-29,0,
5915,15640516,Smith,615,Germany,Female,96,29,213304.42732017578,1,0,0,68479.88112434202,2022-05-19,0,
5916,15640517,Johnson,376,France,Female,41,13,199359.51244585586,4,0,1,134524.83527652168,2023-09-24,0,
5917,15640518,Jones,361,Germany,Male,53,40,25622.82295358484,3,0,0,166723.45388433672,2019-02-13,0,
5918,15640519,Smith,537,France,Female,66,14,18830.337244693103,1,0,1,67264.40850418541,2023-04-14,0,
5919,15640520,Williams,377,Germany,Female,76,45,213379.18540420945,2,0,1,132666.93694510212,2020-07-24,0,
5920,15640521,Brown,715,Germany,Male,31,46,224827.05127987696,4,1,0,132059.14042259572,2020-08-05,0,
5921,15640522,Jones,323,Spain,Male,56,45,73558.28620996066,3,1,0,185386.71889119528,2022-01-20,0,
5922,15640523,Jones,328,France,Female,25,41,87321.63088500166,1,1,1,156671.04026828305,2022-07-12,0,
5923,15640524,Jones,790,Germany,Female,65,43,83950.70166363339,3,1,0,166035.44759100376,2021-06-13,0,
5924,15640525,Smith,434,Spain,Female,97,13,31742.09538358644,3,1,1,122768.90907445726,2019-08-08,0,
5925,15640526,Jones,650,Spain,Male,98,24,186252.6518228942,1,1,0,150985.31787308143,2021-07-13,0,
5926,15640527,Johnson,649,France,Female,86,26,92521.50068766321,1,0,0,64066.19681039248,2023-01-05,0,
5927,15640528,Williams,580,France,Male,58,46,209056.78753643032,1,1,0,124339.88715878743,2020-02-05,0,
5928,15640529,Brown,775,Spain,Female,52,43,219629.81296357175,2,1,1,139214.208568845,2022-11-24,1,2026-05-09
5929,15640530,Williams,591,France,Female,81,1,228198.3606496676,4,1,0,170084.32081631286,2020-12-27,0,
5930,15640531,Johnson,488,France,Male,70,16,204485.52826586837,4,0,0,49826.32598864219,2021-09-17,0,
5931,15640532,Johnson,718,France,Male,71,14,197227.68229939812,4,1,1,78816.2345179572,2021-06-17,1,2026-02-08
5932,15640533,Williams,767,Germany,Female,54,26,112371.98452104801,4,1,1,162458.34607348172,2023-12-18,0,
5933,15640534,Smith,505,France,Male,69,9,6736.86773475235,1,0,0,98162.35635715826,2023-05-19,0,
5934,15640535,Johnson,541,France,Female,35,42,28015.65396345487,2,0,1,107199.72312849617,2021-05-07,0,
5935,15640536,Jones,605,Spain,Male,38,45,132718.83910087595,4,1,0,131471.49009906058,2021-03-14,0,
5936,15640537,Brown,483,Spain,Male,59,8,90006.38337425729,4,0,1,150897.73364091953,2020-05-04,0,
5937,15640538,Brown,777,Spain,Female,82,2,207270.44516299258,1,0,1,71891.39170450869,2023-02-17,0,
5938,15640539,Johnson,803,France,Male,98,23,140784.9726128126,3,0,0,175505.5627010923,2023-11-16,0,
5939,15640540,Jones,427,France,Female,25,0,24708.40293345458,3,1,1,85551.97346743282,2023-02-02,0,
5940,15640541,Williams,748,Spain,Male,56,37,119632.77409358538,4,0,1,66956.98214960677,2023-05-17,0,
5941,15640542,Brown,529,Spain,Male,78,5,205490.7701066236,1,1,0,145920.47766861715,2021-07-26,0,
5942,15640543,Jones,340,Germany,Female,77,4,215770.29000344718,1,1,0,84775.25089657644,2021-04-23,0,
5943,15640544,Jones,691,Germany,Female,86,3,41514.32566653368,1,1,0,111143.4421927388,2023-09-02,0,
5944,15640545,Smith,639,Germany,Male,76,2,25074.938341242385,3,1,1,79453.95343433952,2023-01-08,0,
5945,15640546,Johnson,320,France,Female,27,44,96747.64649416809,3,0,0,173626.45466183717,2022-07-16,0,
5946,15640547,Jones,646,France,Female,80,29,16378.861392450677,3,1,1,109938.77666727948,2019-09-24,0,
5947,15640548,Williams,309,Spain,Female,87,35,181589.877722777,1,0,0,31774.93041381407,2019-02-23,0,
5948,15640549,Brown,386,Germany,Female,24,22,111883.17294900621,1,1,1,30207.47276741094,2020-06-11,1,2025-01-07
5949,15640550,Smith,844,France,Male,52,6,49555.68881373795,3,0,0,85669.54659014943,2023-03-24,1,2023-05-25
5950,15640551,Williams,638,Germany,Female,59,31,25617.232843328093,4,1,0,93368.05695006791,2020-09-07,0,
5951,15640552,Brown,303,Germany,Male,46,42,231838.01738484646,2,0,0,26729.017505831223,2021-12-18,0,
5952,15640553,Johnson,322,France,Female,44,9,10764.958998303431,1,0,0,173439.22034299615,2021-11-29,0,
5953,15640554,Williams,496,Germany,Female,55,36,24469.598116945628,1,0,0,111185.30529658508,2022-06-14,0,
5954,15640555,Brown,797,Spain,Female,19,32,58559.0497829967,2,1,0,118613.56633031326,2021-08-12,1,2023-03-19
5955,15640556,Smith,572,Spain,Female,42,25,23667.597608917986,4,1,0,137324.6912276324,2020-01-21,0,
5956,15640557,Brown,750,France,Male,83,42,161071.04668635843,3,1,1,59164.85638561114,2023-06-18,1,2023-11-01
5957,15640558,Jones,406,Germany,Female,55,44,54554.73184713724,1,0,0,114127.23721272952,2021-01-03,0,
5958,15640559,Smith,677,Spain,Female,76,30,119982.51038374094,2,1,1,60114.73737385386,2020-12-16,0,
5959,15640560,Williams,499,Germany,Male,99,29,215060.7835656091,4,1,0,94752.16819125573,2020-10-11,0,
5960,15640561,Johnson,301,Spain,Female,24,22,206193.01033170972,2,1,1,132830.74239812038,2019-10-27,0,
5961,15640562,Smith,420,Spain,Female,66,28,36560.97785388182,3,0,1,62454.72374093807,2020-01-30,0,
5962,15640563,Smith,448,Germany,Female,85,7,22182.822673283197,2,0,0,179044.0456438617,2022-05-15,0,
5963,15640564,Smith,451,France,Female,58,15,166062.81615117734,4,1,1,72865.62109984143,2022-09-21,0,
5964,15640565,Brown,605,France,Male,91,8,52576.296901623464,3,0,0,74674.38447420069,2020-08-15,0,
5965,15640566,Jones,774,France,Male,68,3,195363.0903216308,2,1,0,185804.5064981859,2023-10-20,0,
5966,15640567,Johnson,663,Germany,Male,41,18,108622.15071627968,1,1,0,90055.24920166888,2020-05-28,0,
5967,15640568,Johnson,370,Germany,Male,53,38,38629.95362889493,3,1,1,44577.41331640682,2022-04-16,1,2025-11-24
5968,15640569,Jones,332,Germany,Female,97,43,243554.05339306354,3,1,1,96960.90605488681,2020-01-31,0,
5969,15640570,Brown,456,France,Female,27,40,13903.54970468205,2,1,1,81028.53907953273,2020-01-06,0,
5970,15640571,Brown,629,Germany,Male,38,12,31073.571159501407,1,0,0,109124.63892142999,2021-05-07,1,2022-01-17
5971,15640572,Jones,686,France,Female,44,11,203009.24399405794,4,1,1,130280.85138742263,2021-03-01,0,
5972,15640573,Jones,458,Spain,Female,72,8,113171.30713124624,2,0,0,79340.92925984194,2020-10-19,0,
5973,15640574,Williams,838,France,Male,22,11,234512.9343284297,2,1,1,148019.12632404183,2022-09-03,1,2024-02-01
5974,15640575,Brown,526,France,Male,76,23,28247.23176225377,2,1,0,74499.97320538029,2021-01-05,0,
5975,15640576,Smith,551,France,Male,53,47,39245.93072120225,1,1,0,170958.41618822078,2022-10-24,0,
5976,15640577,Johnson,666,Germany,Female,91,12,456.11378440982287,1,1,1,193177.9077861319,2020-01-19,0,
5977,15640578,Brown,561,France,Female,51,34,54278.93512741411,2,1,0,22462.21868683466,2019-03-03,0,
5978,15640579,Jones,837,Spain,Female,69,31,164315.13927830412,3,1,1,40960.19661820606,2020-05-19,0,
5979,15640580,Smith,342,Spain,Female,23,37,180832.61061257662,3,0,1,111810.72500573932,2019-08-27,1,2020-03-22
5980,15640581,Williams,830,Spain,Female,31,13,107484.87432623713,4,0,0,132142.07429743226,2019-07-14,0,
5981,15640582,Williams,315,Spain,Female,76,1,64339.559179634656,3,1,1,183904.79389724252,2020-11-08,0,
5982,15640583,Smith,404,Spain,Male,74,20,179082.43962116283,3,0,0,133489.47867881268,2022-05-30,0,
5983,15640584,Smith,502,Spain,Male,54,30,43152.43628070709,2,0,1,175573.30841129742,2019-03-02,0,
5984,15640585,Jones,358,France,Male,75,34,191771.47547142996,2,1,0,114022.4181738309,2022-02-26,1,2025-08-24
5985,15640586,Jones,347,Germany,Male,49,15,196647.41998905464,1,1,1,144134.20519318635,2021-09-16,0,
5986,15640587,Johnson,576,Germany,Female,37,39,110268.54141688983,3,0,1,186232.40193968793,2020-11-15,1,2024-10-08
5987,15640588,Johnson,711,Spain,Male,96,25,48401.87395509024,2,1,1,141944.87133651826,2019-06-05,0,
5988,15640589,Williams,477,France,Male,98,37,157468.47404337546,4,0,1,106878.79513817465,2022-11-02,0,
5989,15640590,Smith,413,Spain,Male,78,2,213363.60908417043,3,0,1,126717.94359002101,2023-07-04,1,2025-04-30
5990,15640591,Williams,595,Spain,Male,74,36,132376.82867812196,3,0,1,97452.69083673015,2023-12-10,1,2026-03-06
5991,15640592,Jones,737,Spain,Female,69,35,115266.98440342148,2,1,1,47009.03476358438,2021-07-11,1,2022-01-23
5992,15640593,Brown,565,Spain,Male,65,37,244805.97267724847,4,1,1,158628.10220474182,2021-05-17,0,
5993,15640594,Jones,461,Germany,Female,96,1,134356.39023433428,2,1,0,94601.68666669975,2021-06-21,0,
5994,15640595,Brown,803,Germany,Male,28,21,8554.103783176559,4,0,1,37059.63682892386,2023-12-19,0,
5995,15640596,Smith,335,France,Female,47,2,125512.4982440226,4,0,1,146716.1731930006,2023-05-29,1,2025-04-20
5996,15640597,Smith,757,France,Male,77,39,111317.84340869085,2,1,1,157528.48655407273,2021-09-25,0,
5997,15640598,Smith,670,Spain,Female,35,46,73026.00013036572,3,0,1,38949.636006175104,2022-12-31,0,
5998,15640599,Johnson,785,Germany,Female,94,41,79338.36264466507,1,0,0,102057.11642224334,2021-09-01,0,
5999,15640600,Johnson,571,Spain,Female,91,46,232706.34900570754,3,0,1,106630.61057727365,2022-05-15,0,
6000,15640601,Brown,478,Germany,Male,64,25,33399.23454325247,2,0,0,62211.81548065014,2020-01-23,1,2024-06-16
6001,15640602,Williams,779,Germany,Male,29,26,191009.28538811722,4,0,0,163850.8889721818,2023-02-12,0,
6002,15640603,Williams,458,France,Male,67,37,225604.93092628074,4,0,0,115535.51760376558,2023-12-20,0,
6003,15640604,Brown,503,France,Female,57,43,64871.05325594725,3,0,0,123018.7547901924,2021-06-05,0,
6004,15640605,Johnson,577,Germany,Female,81,7,16703.653618855562,1,1,0,84435.51067481737,2021-04-17,0,
6005,15640606,Jones,442,France,Female,36,22,76786.54932695214,2,1,0,64190.37471493451,2022-09-25,0,
6006,15640607,Brown,819,Spain,Male,44,5,108220.32804494014,4,0,0,164391.033560979,2019-12-06,0,
6007,15640608,Williams,811,Germany,Male,69,24,237856.06957052278,2,0,1,115925.81729724287,2019-07-23,0,
6008,15640609,Brown,415,Germany,Female,97,15,107535.19752766921,3,0,1,63359.62302824626,2019-06-10,0,
6009,15640610,Brown,691,Germany,Male,24,25,23014.21264560341,4,1,1,96698.48996931962,2023-04-13,0,
6010,15640611,Smith,642,Spain,Female,80,14,36722.1690580393,4,1,0,120042.83280302053,2020-01-27,0,
6011,15640612,Johnson,672,Germany,Male,94,46,88183.20208124229,4,1,1,119928.29351559198,2021-02-07,0,
6012,15640613,Smith,668,France,Female,72,31,46046.95642992079,2,0,1,120391.9745655747,2023-08-28,0,
6013,15640614,Johnson,514,Spain,Female,93,39,15141.80889966979,1,1,1,50439.33640893482,2020-07-28,0,
6014,15640615,Brown,810,Germany,Female,48,18,43814.965355042536,4,0,0,119875.37993804437,2020-06-17,0,
6015,15640616,Johnson,626,Spain,Male,28,13,26372.69695634517,2,0,1,82234.6828622164,2021-12-29,1,2022-11-23
6016,15640617,Williams,336,Spain,Male,34,47,50674.573475033736,3,1,1,122075.68696864047,2021-06-11,0,
6017,15640618,Smith,679,France,Female,83,43,249113.57816422326,2,1,0,139967.8893108337,2020-02-09,0,
6018,15640619,Brown,811,France,Male,84,34,111352.13953108294,3,1,1,61483.772607050494,2020-08-30,1,2024-08-03
6019,15640620,Williams,623,France,Male,49,25,164649.86662382202,2,0,0,41710.93518537434,2023-08-26,0,
6020,15640621,Johnson,668,Germany,Female,41,36,41320.47866846891,2,0,0,128791.68887156324,2023-06-03,1,2023-08-06
6021,15640622,Johnson,523,Germany,Male,30,12,212322.92577644138,3,1,0,144742.62604929935,2023-03-21,0,
6022,15640623,Williams,399,France,Male,39,46,66726.53249804619,4,1,1,175866.79333142846,2021-04-07,1,2022-06-17
6023,15640624,Johnson,374,France,Male,36,7,245622.6277896111,1,1,1,64280.29483854484,2022-02-17,1,2026-05-22
6024,15640625,Smith,736,Germany,Male,70,13,209176.9573564091,3,1,1,42309.16452108131,2020-11-20,0,
6025,15640626,Jones,667,France,Female,56,25,237717.86127855378,1,1,0,195222.81001242748,2023-09-08,0,
6026,15640627,Johnson,362,Spain,Male,38,46,167075.50698658123,3,0,0,27202.218627046044,2021-06-20,0,
6027,15640628,Brown,398,Spain,Male,33,29,164522.94723154884,2,0,1,94912.35156781747,2022-05-25,0,
6028,15640629,Johnson,524,Spain,Male,24,39,210274.28284465996,4,0,1,108811.64759935153,2019-02-25,0,
6029,15640630,Brown,374,Germany,Female,95,41,178840.56476126224,4,0,1,147934.31450162767,2020-01-01,0,
6030,15640631,Johnson,483,France,Female,43,12,151547.1854637261,1,1,0,166027.86498559572,2023-09-19,0,
6031,15640632,Johnson,592,Spain,Female,93,35,89567.2075628573,3,1,0,120370.49851450704,2023-03-08,0,
6032,15640633,Brown,356,Germany,Male,48,10,55716.71578935406,3,1,0,25196.463230228324,2023-11-03,1,2024-10-11
6033,15640634,Smith,548,France,Female,85,1,195561.11980391602,3,1,1,199666.60463945314,2023-11-26,0,
6034,15640635,Jones,768,France,Male,57,29,96512.47117438367,3,1,0,135161.71725073524,2020-03-30,0,
6035,15640636,Jones,439,Spain,Female,44,23,15301.223208801868,1,1,0,169684.1030285412,2019-04-14,0,
6036,15640637,Smith,658,France,Female,26,17,119905.51924022983,1,0,1,94622.0336584921,2019-03-18,0,
6037,15640638,Johnson,707,France,Male,93,22,164377.9166536363,1,1,1,29401.225850116483,2019-08-18,0,
6038,15640639,Jones,773,Spain,Female,33,5,5759.616635599291,1,1,1,34882.07507069671,2022-07-05,1,2024-10-27
6039,15640640,Smith,745,Spain,Female,89,45,176280.2690045647,3,1,0,158796.95663223643,2022-07-11,0,
6040,15640641,Smith,531,France,Female,30,49,56170.75442518441,1,0,1,58254.514263635545,2019-11-27,0,
6041,15640642,Jones,599,Germany,Female,95,10,55589.31062199576,1,1,1,174138.3213256333,2022-04-20,1,2024-05-31
6042,15640643,Brown,725,Germany,Female,77,6,140720.37708305148,2,1,0,65428.499485670014,2021-06-11,1,2023-07-07
6043,15640644,Williams,460,Spain,Male,96,46,84323.55229339866,2,0,0,66653.51760198051,2023-11-27,0,
6044,15640645,Brown,700,France,Male,77,32,112645.93438652721,1,0,1,37615.229878863276,2023-04-23,0,
6045,15640646,Johnson,677,Spain,Female,26,9,128260.63728680043,2,0,1,45281.62712131215,2020-11-18,0,
6046,15640647,Brown,556,Germany,Male,70,20,230255.79284961746,2,1,0,42892.176844485264,2019-01-27,0,
6047,15640648,Williams,793,Germany,Male,49,8,51225.14202884657,2,1,1,27591.590514483883,2022-07-23,1,2024-11-24
6048,15640649,Williams,788,France,Female,72,29,116076.78181390313,2,0,0,62625.16645417665,2023-08-03,0,
6049,15640650,Smith,481,Spain,Female,42,47,196496.76777847618,4,1,1,24047.45215334492,2019-10-26,0,
6050,15640651,Johnson,825,Spain,Male,58,47,51291.802641173694,3,1,0,146632.56460604112,2021-08-14,1,2024-10-11
6051,15640652,Smith,399,Germany,Female,43,24,20595.421986851048,2,1,0,130927.28407209952,2021-03-09,0,
6052,15640653,Brown,657,Spain,Male,46,24,4441.126427389225,3,0,1,50993.47723441999,2022-01-19,1,2023-09-09
6053,15640654,Brown,530,Spain,Male,99,48,25933.249668245506,3,0,0,175189.0585128115,2020-04-24,0,
6054,15640655,Jones,305,Spain,Female,53,23,68647.63468522225,2,1,1,71420.71558890902,2020-07-26,0,
6055,15640656,Smith,389,France,Female,20,11,102314.11129975574,3,0,0,116421.95294585603,2020-04-02,0,
6056,15640657,Smith,363,Germany,Male,76,6,148443.47750940174,4,0,1,165984.00001360406,2023-01-14,0,
6057,15640658,Smith,387,Spain,Male,51,33,50022.62764920848,3,1,1,86450.75719623215,2019-12-31,0,
6058,15640659,Smith,332,France,Female,23,2,67423.9316102905,3,0,1,65187.47759094946,2021-05-08,0,
6059,15640660,Williams,371,Spain,Female,48,5,174770.10989989003,3,1,0,174920.83377793245,2023-08-26,0,
6060,15640661,Jones,552,Spain,Female,49,26,227251.9858407555,2,1,0,33330.345381117266,2019-12-17,1,2023-06-07
6061,15640662,Johnson,406,Germany,Female,59,18,33878.6869352429,2,0,1,137078.74011068197,2023-08-06,0,
6062,15640663,Johnson,813,France,Female,74,7,118128.78040414122,4,1,1,170959.2004323907,2022-11-24,0,
6063,15640664,Johnson,435,Spain,Female,90,35,73854.47260262615,3,0,1,147832.93658439405,2019-09-10,0,
6064,15640665,Williams,708,Germany,Male,63,38,131992.563872015,2,0,0,87364.21852123187,2021-02-19,1,2025-11-06
6065,15640666,Jones,420,France,Male,73,35,29782.78363358855,1,1,1,191146.46597417834,2021-03-13,0,
6066,15640667,Jones,777,Spain,Female,67,17,67759.7688277016,1,0,0,44452.680097518794,2021-10-08,0,
6067,15640668,Williams,393,Germany,Male,47,6,177215.4416487522,2,1,1,148075.38277980773,2020-04-03,0,
6068,15640669,Smith,804,Spain,Male,53,0,204827.4897071051,1,1,0,149254.55447136037,2023-09-19,0,
6069,15640670,Brown,306,Spain,Male,43,4,155411.36124821816,4,1,1,130222.4701011839,2021-07-05,0,
6070,15640671,Smith,490,France,Male,67,41,236114.74342045936,2,0,1,107411.65378723598,2020-05-13,0,
6071,15640672,Johnson,756,Germany,Male,19,13,163225.1290074048,3,1,1,191416.0493762138,2021-08-07,0,
6072,15640673,Smith,685,France,Male,24,0,186648.2725678554,4,1,1,103943.5451305691,2020-05-22,1,2022-01-17
6073,15640674,Williams,577,Spain,Male,44,11,89356.80152009534,2,0,1,79957.13328901996,2022-08-20,1,2022-11-19
6074,15640675,Johnson,747,Germany,Male,97,18,42467.06867660868,4,1,0,112684.71601514865,2020-05-15,0,
6075,15640676,Brown,351,Spain,Female,66,1,164469.3273503925,3,1,0,164167.9399677033,2021-03-13,0,
6076,15640677,Johnson,704,Spain,Female,63,13,229771.71631811082,1,1,1,49342.562226306545,2020-08-20,0,
6077,15640678,Smith,695,Spain,Female,43,2,245475.249882925,3,0,0,86690.76007703648,2019-06-15,0,
6078,15640679,Jones,510,Germany,Female,99,34,112511.77208672116,3,0,1,121819.77297050484,2022-12-09,1,2024-01-11
6079,15640680,Jones,569,Spain,Male,82,12,134926.71049016077,1,0,0,171748.71114743035,2020-04-06,0,
6080,15640681,Jones,844,Germany,Female,19,48,77803.76377740475,4,1,0,92059.95360059426,2021-07-08,0,
6081,15640682,Johnson,581,Spain,Female,95,2,168128.6977679013,2,1,0,119087.24423995115,2019-04-24,1,2023-03-15
6082,15640683,Jones,697,France,Male,96,13,191305.19535668253,2,0,1,42047.285545651976,2022-12-27,0,
6083,15640684,Williams,515,Germany,Female,81,33,10299.135263775599,4,1,0,36940.32633186925,2021-09-18,0,
6084,15640685,Brown,731,Spain,Female,81,44,211657.20497366088,2,0,1,58413.29169017479,2022-10-11,0,
6085,15640686,Jones,620,France,Male,77,8,128449.58102054732,2,1,1,143414.94593041315,2023-09-15,0,
6086,15640687,Williams,792,Germany,Female,26,9,144928.7307581982,3,0,0,58181.90924899027,2019-07-26,0,
6087,15640688,Williams,427,France,Female,32,7,51556.534482308816,3,1,0,177920.04631621987,2023-11-27,0,
6088,15640689,Johnson,373,Spain,Male,54,28,2575.122793883583,4,1,1,181774.40334093626,2022-06-12,0,
6089,15640690,Johnson,775,France,Male,23,38,238050.82921713524,1,1,0,67783.70064462964,2023-01-05,0,
6090,15640691,Brown,751,Spain,Female,60,32,232100.09985497812,1,1,1,38947.596891505826,2022-10-10,0,
6091,15640692,Brown,761,Spain,Female,62,22,193585.04503493474,3,0,0,94032.68871305486,2020-05-29,0,
6092,15640693,Smith,737,Germany,Female,93,7,118399.33269569225,1,1,0,162865.37242684208,2022-05-16,0,
6093,15640694,Brown,555,Spain,Male,88,39,79405.25075894073,2,0,1,39412.994393437184,2020-12-09,0,
6094,15640695,Johnson,747,Spain,Female,45,37,39019.52689321061,3,1,1,37863.25874830008,2022-02-22,0,
6095,15640696,Williams,401,Germany,Female,69,22,20230.102084744183,1,1,0,64052.08658195051,2019-05-18,0,
6096,15640697,Smith,582,Germany,Female,93,49,114326.2685919016,1,0,1,144684.66760395584,2019-12-05,0,
6097,15640698,Brown,503,Spain,Female,52,35,198061.80764636837,2,1,0,87380.2679635539,2020-06-20,0,
6098,15640699,Williams,385,Spain,Male,83,42,181480.54946109117,3,0,1,152607.73678728557,2019-03-09,0,
6099,15640700,Johnson,623,Germany,Male,43,19,188983.49691052764,1,1,0,92863.78062689451,2023-05-16,0,
6100,15640701,Jones,463,Germany,Female,37,47,29662.540420653055,1,0,1,34226.72005916778,2023-04-14,0,
6101,15640702,Smith,356,France,Female,79,11,215687.27388891365,1,1,1,199741.1403417461,2020-01-18,0,
6102,15640703,Williams,505,France,Male,18,35,200993.09231708845,4,1,1,142590.01509341242,2019-01-19,0,
6103,15640704,Johnson,728,France,Male,70,8,23522.198325848287,2,0,0,133627.37485520146,2020-11-13,0,
6104,15640705,Johnson,447,Germany,Male,94,32,89133.20221585766,4,1,1,108838.25048673489,2023-01-13,1,2027-06-28
6105,15640706,Smith,600,Germany,Male,47,5,93806.05079946588,1,1,1,34964.38210731276,2019-03-15,0,
6106,15640707,Smith,589,Germany,Female,77,31,183777.89833510137,3,0,0,197333.63770997504,2020-07-26,1,2020-11-26
6107,15640708,Brown,320,France,Male,27,0,215120.8499844794,2,1,0,103838.1341092655,2021-07-27,0,
6108,15640709,Brown,436,Spain,Male,39,23,93931.40951610699,3,1,1,27442.381052201068,2023-08-16,0,
6109,15640710,Smith,668,Spain,Female,46,28,32709.721045999147,2,1,0,81787.03803638698,2022-07-23,0,
6110,15640711,Smith,821,Spain,Female,86,7,20640.420900491867,4,1,0,25924.439733733965,2021-12-07,0,
6111,15640712,Williams,735,Germany,Female,25,12,159710.51965032305,4,1,1,111220.29574728932,2019-07-30,0,
6112,15640713,Brown,329,Spain,Female,70,24,124494.53630510865,1,1,0,155737.86413641417,2021-05-04,0,
6113,15640714,Johnson,747,Spain,Female,28,28,225512.04777992482,4,1,0,192305.5170805391,2020-10-12,1,2024-12-12
6114,15640715,Brown,524,Germany,Female,43,23,238382.02735405453,4,1,0,171810.05512354706,2023-07-04,1,2026-04-12
6115,15640716,Brown,685,Germany,Female,36,26,224514.39484998296,3,1,1,68807.46193745398,2021-09-20,0,
6116,15640717,Smith,728,Germany,Male,36,25,18908.39631798108,1,1,0,82467.07509278267,2020-11-25,1,2023-11-09
6117,15640718,Smith,828,Germany,Male,47,19,71065.955255912,3,0,0,113553.94304119953,2020-06-23,1,2024-07-20
6118,15640719,Brown,327,Germany,Female,53,3,59701.85354550053,4,0,1,143303.80928846495,2023-09-29,1,2026-12-16
6119,15640720,Jones,425,France,Male,59,21,17165.794106077825,4,1,1,152543.643857622,2022-04-29,0,
6120,15640721,Jones,798,Germany,Male,73,6,229568.13474762972,1,0,0,172921.38280339073,2022-08-31,0,
6121,15640722,Brown,486,Spain,Female,26,17,223696.51438851832,1,1,1,60437.42132675357,2021-06-19,0,
6122,15640723,Jones,671,Spain,Male,24,9,97691.79040077608,3,0,0,40109.94987367426,2023-05-06,0,
6123,15640724,Brown,437,France,Male,35,30,239677.4900686459,4,1,1,51962.172795584454,2023-08-12,1,2023-10-30
6124,15640725,Smith,636,Germany,Male,26,25,140836.40722456857,2,0,0,189810.60194805436,2021-02-18,0,
6125,15640726,Smith,513,Spain,Male,23,46,108507.90508145744,3,1,0,43825.68971948567,2023-05-05,0,
6126,15640727,Smith,590,Spain,Female,87,44,137412.50533168323,2,0,1,77408.12385332564,2023-11-17,1,2026-05-17
6127,15640728,Johnson,670,Germany,Male,62,25,105513.89125944857,3,0,1,55239.28772690852,2022-02-10,0,
6128,15640729,Smith,829,France,Male,39,24,72971.80670423384,4,1,1,39930.76039450354,2019-06-19,1,2021-08-20
6129,15640730,Smith,848,Germany,Female,98,17,45275.53572240462,4,1,0,114816.77243333457,2023-01-31,0,
6130,15640731,Brown,595,Germany,Male,96,23,115156.29579275905,3,0,0,88292.00826983029,2023-08-29,0,
6131,15640732,Jones,718,Germany,Female,90,43,132694.20342335457,3,0,1,150788.34266370913,2021-11-03,0,
6132,15640733,Jones,660,Germany,Male,87,14,205405.42799920397,2,0,1,90650.54730422412,2023-10-05,0,
6133,15640734,Smith,457,Germany,Male,98,7,118344.62973275139,4,0,1,120009.4513201705,2019-10-15,0,
6134,15640735,Smith,374,France,Female,49,42,207352.92546890737,1,1,0,167715.802532808,2019-07-08,1,2019-09-11
6135,15640736,Smith,671,Spain,Female,84,24,238663.0502429782,2,1,0,114949.63616825976,2021-07-02,1,2025-07-04
6136,15640737,Brown,820,Germany,Female,33,34,180371.89888683884,1,0,0,98726.76672249705,2022-03-24,0,
6137,15640738,Brown,405,Spain,Male,19,23,29928.61840016148,1,1,0,43787.20177877311,2023-05-10,0,
6138,15640739,Brown,666,Spain,Female,84,45,115316.32982183553,3,1,0,120688.8662707843,2020-11-24,1,2024-07-28
6139,15640740,Jones,701,Germany,Female,58,39,214177.43246792455,3,0,1,37838.61672512658,2023-10-12,0,
6140,15640741,Johnson,402,Spain,Male,68,37,122910.50130812658,1,0,1,38880.31899109586,2021-06-06,0,
6141,15640742,Jones,624,Germany,Female,31,20,202681.9222406015,2,0,0,101212.81137370189,2020-04-15,1,2024-03-17
6142,15640743,Brown,672,Germany,Male,95,0,193973.6557575804,3,1,1,113491.97252331699,2022-01-03,1,2022-05-12
6143,15640744,Williams,637,Germany,Male,66,25,39961.19451030652,4,0,1,154375.0869313312,2019-10-04,0,
6144,15640745,Johnson,332,France,Female,66,9,82372.07147443327,1,0,1,102174.85471302469,2021-07-28,0,
6145,15640746,Smith,407,Germany,Female,44,25,190977.75171518602,3,0,1,131854.7263307559,2023-07-27,0,
6146,15640747,Jones,721,Germany,Male,98,1,39794.48657326659,2,0,0,185566.5930558992,2022-09-28,0,
6147,15640748,Johnson,568,Spain,Female,56,39,105697.42669517481,3,0,1,189202.77065212434,2022-12-19,1,2026-09-26
6148,15640749,Williams,372,France,Male,90,13,34339.09649841949,1,0,0,67504.00634696695,2020-07-24,1,2021-07-17
6149,15640750,Johnson,480,Spain,Female,53,32,58926.02166235739,1,0,1,102104.542805785,2023-03-15,0,
6150,15640751,Jones,451,Spain,Female,27,38,71405.25946134479,3,1,1,115604.6598075857,2021-05-06,0,
6151,15640752,Brown,811,Germany,Male,21,0,132566.30540701182,4,0,1,100455.38236221895,2021-09-27,1,2026-05-25
6152,15640753,Smith,367,France,Male,19,29,227976.15409056822,4,0,1,193409.1659697069,2022-04-20,0,
